date,category,search_volume,revenue,click_through_rate,conversion_rate,day_of_week,month,quarter
2024-03-16,Home,115,25.16,0.143,0.1,5,3,1
2024-03-16,Toys,516,198.54,0.158,0.078375,5,3,1
2024-03-17,Beauty,137,33.62,0.0877,0.06,6,3,1
2024-03-17,Books,420,197.81,0.17163333333333333,0.10166666666666667,6,3,1
2024-03-17,Clothing,124,29.83,0.1169,0.1137,6,3,1
2024-03-17,Electronics,120,83.54,0.2053,0.0758,6,3,1
2024-03-17,Sports,259,142.16,0.16885,0.0928,6,3,1
2024-03-17,Toys,136,20.21,0.1739,0.0564,6,3,1
2024-03-18,Beauty,298,148.39,0.1448,0.08196666666666667,0,3,1
2024-03-18,Books,185,145.71,0.17345,0.10205,0,3,1
2024-03-18,Clothing,301,139.0,0.17106666666666667,0.07966666666666666,0,3,1
2024-03-18,Electronics,105,43.54,0.1751,0.0337,0,3,1
2024-03-18,Home,103,67.04,0.1544,0.072,0,3,1
2024-03-18,Sports,180,185.75,0.17545,0.10545,0,3,1
2024-03-18,Toys,103,27.81,0.0909,0.0708,0,3,1
2024-03-19,Clothing,199,115.48,0.0927,0.1195,1,3,1
2024-03-19,Sports,95,37.86,0.174,0.0616,1,3,1
2024-03-19,Toys,390,255.0,0.1721,0.090025,1,3,1
2024-03-20,Beauty,198,101.69999999999999,0.11499999999999999,0.1049,2,3,1
2024-03-20,Books,97,71.09,0.2272,0.0636,2,3,1
2024-03-20,Clothing,397,149.28,0.157475,0.08990000000000001,2,3,1
2024-03-20,Electronics,96,6.61,0.1609,0.0091,2,3,1
2024-03-20,Home,288,153.87,0.14646666666666666,0.08156666666666666,2,3,1
2024-03-21,Beauty,103,34.46,0.1003,0.0682,3,3,1
2024-03-21,Books,402,234.27999999999997,0.148275,0.09455,3,3,1
2024-03-21,Clothing,208,60.32000000000001,0.20005,0.05115,3,3,1
2024-03-21,Home,188,170.04000000000002,0.15075,0.11385,3,3,1
2024-03-21,Sports,321,112.48000000000002,0.17793333333333336,0.074,3,3,1
2024-03-21,Toys,85,44.24,0.1305,0.0756,3,3,1
2024-03-22,Beauty,375,141.32,0.145175,0.1009,4,3,1
2024-03-22,Books,201,113.25999999999999,0.1966,0.057499999999999996,4,3,1
2024-03-22,Home,306,184.01,0.16390000000000002,0.08256666666666666,4,3,1
2024-03-22,Sports,510,207.42000000000002,0.16264,0.08793999999999999,4,3,1
2024-03-22,Toys,202,82.56,0.15905,0.07830000000000001,4,3,1
2024-03-23,Beauty,478,192.42000000000002,0.11,0.0923,5,3,1
2024-03-23,Books,356,108.98,0.13046666666666668,0.08686666666666666,5,3,1
2024-03-23,Clothing,423,202.42000000000002,0.11726666666666667,0.08490000000000002,5,3,1
2024-03-23,Electronics,100,19.37,0.1627,0.0458,5,3,1
2024-03-23,Home,772,299.16,0.15903333333333333,0.06016666666666667,5,3,1
2024-03-23,Sports,512,157.7,0.163075,0.0648,5,3,1
2024-03-23,Toys,518,401.77,0.178625,0.120625,5,3,1
2024-03-24,Beauty,141,14.81,0.1235,0.0603,6,3,1
2024-03-24,Books,421,101.87,0.12293333333333334,0.0489,6,3,1
2024-03-24,Electronics,246,76.47999999999999,0.10025,0.08165,6,3,1
2024-03-24,Sports,257,79.19,0.1661,0.0675,6,3,1
2024-03-24,Toys,118,42.3,0.1101,0.1154,6,3,1
2024-03-25,Beauty,170,44.88,0.16820000000000002,0.0972,0,3,1
2024-03-25,Books,294,155.86,0.14170000000000002,0.1093,0,3,1
2024-03-25,Clothing,618,148.77,0.17243333333333333,0.06526666666666667,0,3,1
2024-03-25,Electronics,185,61.06,0.14179999999999998,0.07155,0,3,1
2024-03-25,Home,225,104.97,0.22925,0.0619,0,3,1
2024-03-25,Sports,272,94.0,0.16176666666666667,0.06713333333333334,0,3,1
2024-03-26,Beauty,107,5.86,0.05,0.0886,1,3,1
2024-03-26,Books,113,29.84,0.093,0.0648,1,3,1
2024-03-26,Clothing,204,91.28,0.13505,0.08705,1,3,1
2024-03-26,Electronics,97,23.68,0.1734,0.0662,1,3,1
2024-03-26,Home,285,290.33,0.19169999999999998,0.07386666666666666,1,3,1
2024-03-26,Toys,331,104.58,0.13586666666666666,0.09343333333333333,1,3,1
2024-03-27,Beauty,99,26.93,0.1257,0.0448,2,3,1
2024-03-27,Clothing,105,19.95,0.1721,0.0629,2,3,1
2024-03-27,Electronics,212,158.95,0.2103,0.095,2,3,1
2024-03-27,Home,185,180.37,0.1452,0.12145,2,3,1
2024-03-27,Sports,489,149.16,0.17016,0.057800000000000004,2,3,1
2024-03-28,Beauty,110,24.18,0.1568,0.0356,3,3,1
2024-03-28,Books,211,70.81,0.14655,0.0937,3,3,1
2024-03-28,Clothing,181,44.3,0.15535,0.06925,3,3,1
2024-03-28,Electronics,90,50.53,0.1271,0.1201,3,3,1
2024-03-28,Sports,390,111.18,0.11080000000000001,0.0991,3,3,1
2024-03-28,Toys,221,73.66000000000001,0.1069,0.08255,3,3,1
2024-03-29,Beauty,386,144.85,0.15495,0.0798,4,3,1
2024-03-29,Clothing,114,46.27,0.1202,0.1086,4,3,1
2024-03-29,Electronics,370,195.45,0.195775,0.077725,4,3,1
2024-03-29,Home,111,26.61,0.063,0.0915,4,3,1
2024-03-29,Sports,423,104.6,0.124625,0.076475,4,3,1
2024-03-29,Toys,194,168.67000000000002,0.13395,0.1336,4,3,1
2024-03-30,Beauty,384,233.56,0.17066666666666666,0.06683333333333334,5,3,1
2024-03-30,Books,260,214.20000000000002,0.24345,0.0713,5,3,1
2024-03-30,Clothing,156,40.72,0.1885,0.0441,5,3,1
2024-03-30,Electronics,269,418.16,0.25275000000000003,0.09015000000000001,5,3,1
2024-03-30,Sports,211,39.86,0.12175,0.04275,5,3,1
2024-03-31,Beauty,267,173.12,0.1232,0.09375,6,3,1
2024-03-31,Books,254,100.58000000000001,0.15944999999999998,0.0848,6,3,1
2024-03-31,Clothing,537,180.61,0.1129,0.073825,6,3,1
2024-03-31,Electronics,119,17.65,0.0949,0.0646,6,3,1
2024-03-31,Home,284,44.85,0.1583,0.0505,6,3,1
2024-03-31,Sports,272,136.24,0.17070000000000002,0.08685,6,3,1
2024-03-31,Toys,256,194.01,0.1945,0.08265,6,3,1
2024-04-01,Beauty,101,29.73,0.2446,0.0535,0,4,2
2024-04-01,Books,87,25.32,0.1264,0.1155,0,4,2
2024-04-01,Clothing,87,21.72,0.0759,0.0888,0,4,2
2024-04-01,Home,80,53.11,0.1614,0.1068,0,4,2
2024-04-01,Sports,289,182.56,0.17790000000000003,0.0867,0,4,2
2024-04-01,Toys,197,25.54,0.12614999999999998,0.049850000000000005,0,4,2
2024-04-02,Beauty,301,211.10000000000002,0.1551,0.10170000000000001,1,4,2
2024-04-02,Books,88,47.82,0.202,0.0809,1,4,2
2024-04-02,Clothing,190,50.91,0.10364999999999999,0.051949999999999996,1,4,2
2024-04-02,Electronics,199,70.17,0.14225000000000002,0.06,1,4,2
2024-04-02,Sports,294,134.98000000000002,0.20909999999999998,0.06929999999999999,1,4,2
2024-04-02,Toys,202,137.95,0.0742,0.1049,1,4,2
2024-04-03,Beauty,192,116.58000000000001,0.1529,0.11460000000000001,2,4,2
2024-04-03,Books,100,39.63,0.2545,0.1138,2,4,2
2024-04-03,Clothing,305,123.5,0.13613333333333333,0.0707,2,4,2
2024-04-03,Electronics,200,55.339999999999996,0.15215,0.055900000000000005,2,4,2
2024-04-03,Home,303,162.48,0.1766,0.09153333333333334,2,4,2
2024-04-03,Sports,107,44.4,0.213,0.0379,2,4,2
2024-04-03,Toys,195,60.9,0.21100000000000002,0.038,2,4,2
2024-04-04,Beauty,200,83.91,0.17725,0.0884,3,4,2
2024-04-04,Books,97,68.62,0.1792,0.0668,3,4,2
2024-04-04,Clothing,308,85.48,0.1465,0.0789,3,4,2
2024-04-04,Electronics,325,212.13,0.17566666666666667,0.07496666666666667,3,4,2
2024-04-04,Home,301,124.52,0.1265,0.08886666666666666,3,4,2
2024-04-04,Sports,184,149.55,0.19224999999999998,0.0998,3,4,2
2024-04-04,Toys,392,134.65,0.14125,0.072725,3,4,2
2024-04-05,Beauty,197,86.5,0.17515,0.07435,4,4,2
2024-04-05,Books,192,84.92,0.1457,0.12735,4,4,2
2024-04-05,Clothing,201,35.11,0.07185,0.07605,4,4,2
2024-04-05,Electronics,93,36.27,0.1643,0.0863,4,4,2
2024-04-05,Home,196,60.629999999999995,0.1506,0.05735,4,4,2
2024-04-05,Sports,213,87.35,0.15589999999999998,0.0744,4,4,2
2024-04-05,Toys,113,16.1,0.1104,0.0581,4,4,2
2024-04-06,Beauty,366,123.64,0.11846666666666666,0.07643333333333334,5,4,2
2024-04-06,Books,365,142.31,0.13899999999999998,0.10453333333333333,5,4,2
2024-04-06,Electronics,286,62.28,0.1278,0.0756,5,4,2
2024-04-06,Home,380,210.75,0.17876666666666666,0.0741,5,4,2
2024-04-06,Sports,117,70.93,0.1887,0.0743,5,4,2
2024-04-06,Toys,257,105.28999999999999,0.1274,0.1071,5,4,2
2024-04-07,Beauty,311,253.85,0.1837,0.08360000000000001,6,4,2
2024-04-07,Books,626,237.75,0.15466,0.06745999999999999,6,4,2
2024-04-07,Clothing,246,68.21000000000001,0.07265,0.0905,6,4,2
2024-04-07,Electronics,404,79.25999999999999,0.14163333333333336,0.06023333333333333,6,4,2
2024-04-07,Home,131,20.78,0.1113,0.085,6,4,2
2024-04-07,Toys,124,85.88,0.1675,0.0628,6,4,2
2024-04-08,Beauty,271,76.49,0.16206666666666666,0.06406666666666667,0,4,2
2024-04-08,Books,196,135.64,0.16365,0.1404,0,4,2
2024-04-08,Clothing,488,84.78999999999999,0.08096,0.073,0,4,2
2024-04-08,Electronics,185,229.69,0.18375,0.088,0,4,2
2024-04-08,Home,519,154.42000000000002,0.12158,0.07683999999999999,0,4,2
2024-04-08,Sports,203,64.87,0.094,0.1064,0,4,2
2024-04-08,Toys,402,178.2,0.1627,0.0854,0,4,2
2024-04-09,Beauty,468,177.32,0.14262000000000002,0.0632,1,4,2
2024-04-09,Electronics,406,171.03,0.15585,0.088725,1,4,2
2024-04-09,Home,203,19.53,0.12204999999999999,0.02415,1,4,2
2024-04-09,Sports,243,99.73,0.12725,0.13090000000000002,1,4,2
2024-04-09,Toys,135,113.33,0.1968,0.0775,1,4,2
2024-04-10,Beauty,106,86.84,0.246,0.0722,2,4,2
2024-04-10,Books,97,19.07,0.1081,0.0947,2,4,2
2024-04-10,Clothing,188,43.18,0.10185,0.0552,2,4,2
2024-04-10,Electronics,290,141.64,0.1618,0.0873,2,4,2
2024-04-10,Home,91,53.26,0.1728,0.0845,2,4,2
2024-04-10,Sports,271,165.78,0.15823333333333334,0.11443333333333333,2,4,2
2024-04-10,Toys,306,89.5,0.1505,0.07293333333333334,2,4,2
2024-04-11,Beauty,413,207.3,0.17099999999999999,0.080375,3,4,2
2024-04-11,Books,507,146.1,0.1757,0.08578000000000001,3,4,2
2024-04-11,Clothing,306,276.95,0.1596,0.10636666666666666,3,4,2
2024-04-11,Electronics,371,162.01,0.19165000000000001,0.05565,3,4,2
2024-04-11,Home,217,54.06,0.154,0.0485,3,4,2
2024-04-11,Sports,205,103.47999999999999,0.1159,0.0936,3,4,2
2024-04-11,Toys,104,12.11,0.1078,0.0425,3,4,2
2024-04-12,Beauty,104,46.73,0.118,0.0961,4,4,2
2024-04-12,Books,103,130.73,0.1906,0.1056,4,4,2
2024-04-12,Electronics,111,26.12,0.0692,0.1141,4,4,2
2024-04-12,Home,282,128.72,0.14876666666666666,0.06786666666666667,4,4,2
2024-04-12,Toys,91,51.5,0.1536,0.1133,4,4,2
2024-04-13,Beauty,363,73.57,0.10823333333333333,0.0737,5,4,2
2024-04-13,Books,104,64.43,0.1681,0.0456,5,4,2
2024-04-13,Clothing,261,15.43,0.09154999999999999,0.044899999999999995,5,4,2
2024-04-13,Electronics,126,13.13,0.0453,0.0953,5,4,2
2024-04-13,Home,383,114.69999999999999,0.10556666666666666,0.09023333333333333,5,4,2
2024-04-13,Sports,128,21.33,0.0579,0.0852,5,4,2
2024-04-13,Toys,123,91.97,0.0961,0.1253,5,4,2
2024-04-14,Beauty,271,240.38,0.19705,0.06445000000000001,6,4,2
2024-04-14,Books,290,243.35000000000002,0.21400000000000002,0.08854999999999999,6,4,2
2024-04-14,Clothing,247,122.21,0.1704,0.07100000000000001,6,4,2
2024-04-14,Electronics,118,40.26,0.181,0.0962,6,4,2
2024-04-14,Home,400,161.55,0.11663333333333332,0.09000000000000001,6,4,2
2024-04-14,Sports,381,169.99,0.19993333333333332,0.08226666666666667,6,4,2
2024-04-15,Beauty,197,158.66,0.18205,0.04905,0,4,2
2024-04-15,Books,95,61.04,0.2435,0.1392,0,4,2
2024-04-15,Clothing,560,356.71,0.14604999999999999,0.08683333333333333,0,4,2
2024-04-15,Electronics,95,60.0,0.1842,0.072,0,4,2
2024-04-15,Home,320,229.97,0.1107,0.08606666666666667,0,4,2
2024-04-15,Sports,309,90.17999999999999,0.14323333333333335,0.08306666666666666,0,4,2
2024-04-15,Toys,92,85.06,0.1918,0.1198,0,4,2
2024-04-16,Beauty,194,64.72,0.17595,0.052750000000000005,1,4,2
2024-04-16,Books,97,45.9,0.2539,0.0367,1,4,2
2024-04-16,Clothing,92,87.63,0.1547,0.0966,1,4,2
2024-04-16,Electronics,210,40.760000000000005,0.11615,0.06525,1,4,2
2024-04-16,Home,275,101.4,0.13476666666666667,0.0633,1,4,2
2024-04-16,Toys,105,62.41,0.2135,0.0426,1,4,2
2024-04-17,Beauty,191,16.16,0.13225,0.04245,2,4,2
2024-04-17,Books,105,14.88,0.1303,0.0676,2,4,2
2024-04-17,Clothing,310,184.14,0.14773333333333336,0.10246666666666666,2,4,2
2024-04-17,Electronics,114,44.62,0.2021,0.0677,2,4,2
2024-04-17,Home,195,72.71,0.1223,0.0844,2,4,2
2024-04-17,Toys,109,31.19,0.113,0.0793,2,4,2
2024-04-18,Beauty,99,22.65,0.151,0.0807,3,4,2
2024-04-18,Clothing,356,187.99,0.15696666666666667,0.07513333333333333,3,4,2
2024-04-18,Electronics,276,66.42999999999999,0.0807,0.09403333333333334,3,4,2
2024-04-18,Home,268,60.06,0.1257,0.05566666666666666,3,4,2
2024-04-18,Sports,89,97.68,0.129,0.1256,3,4,2
2024-04-18,Toys,625,157.37,0.12281666666666667,0.07481666666666666,3,4,2
2024-04-19,Beauty,384,236.32,0.1495,0.07164999999999999,4,4,2
2024-04-19,Clothing,496,252.2,0.1836,0.08038000000000001,4,4,2
2024-04-19,Electronics,92,51.44,0.1472,0.0944,4,4,2
2024-04-19,Home,191,73.83,0.14285,0.073,4,4,2
2024-04-19,Sports,216,93.39000000000001,0.14905,0.06245,4,4,2
2024-04-19,Toys,310,178.14999999999998,0.23616666666666666,0.07543333333333334,4,4,2
2024-04-20,Beauty,244,141.56,0.18,0.106,5,4,2
2024-04-20,Books,368,46.419999999999995,0.09133333333333332,0.05923333333333333,5,4,2
2024-04-20,Clothing,678,495.11,0.1827,0.081,5,4,2
2024-04-20,Electronics,239,103.57,0.12755,0.08385000000000001,5,4,2
2024-04-20,Home,467,260.78,0.14882499999999999,0.07769999999999999,5,4,2
2024-04-20,Toys,390,161.24,0.112,0.06436666666666667,5,4,2
2024-04-21,Beauty,402,252.70000000000002,0.14136666666666667,0.09993333333333333,6,4,2
2024-04-21,Books,122,54.33,0.2159,0.1029,6,4,2
2024-04-21,Clothing,380,210.44,0.1842,0.06503333333333333,6,4,2
2024-04-21,Electronics,512,231.99,0.10325,0.0867,6,4,2
2024-04-21,Home,253,76.38,0.09915,0.07565,6,4,2
2024-04-21,Sports,247,63.089999999999996,0.0862,0.06525,6,4,2
2024-04-21,Toys,404,159.92000000000002,0.1726,0.05073333333333333,6,4,2
2024-04-22,Beauty,222,296.04,0.17065000000000002,0.08455,0,4,2
2024-04-22,Books,191,144.38,0.18135,0.07055,0,4,2
2024-04-22,Clothing,298,218.53,0.15236666666666668,0.08646666666666668,0,4,2
2024-04-22,Electronics,290,176.11,0.13986666666666667,0.0684,0,4,2
2024-04-22,Home,342,104.74,0.167,0.050166666666666665,0,4,2
2024-04-22,Sports,212,62.16,0.17585,0.049350000000000005,0,4,2
2024-04-22,Toys,211,57.209999999999994,0.13524999999999998,0.08865,0,4,2
2024-04-23,Beauty,107,24.36,0.1338,0.0627,1,4,2
2024-04-23,Clothing,107,30.06,0.2033,0.0745,1,4,2
2024-04-23,Electronics,208,78.64,0.1327,0.098,1,4,2
2024-04-23,Home,324,78.56,0.16749999999999998,0.07503333333333334,1,4,2
2024-04-23,Toys,632,289.13,0.18478333333333333,0.06491666666666666,1,4,2
2024-04-24,Beauty,314,77.28,0.13606666666666667,0.07243333333333334,2,4,2
2024-04-24,Books,205,94.13,0.2536,0.06725,2,4,2
2024-04-24,Clothing,310,124.86,0.15510000000000002,0.09456666666666667,2,4,2
2024-04-24,Electronics,114,5.09,0.2015,0.0067,2,4,2
2024-04-24,Sports,301,59.45,0.1494,0.046933333333333334,2,4,2
2024-04-24,Toys,206,91.53999999999999,0.17065,0.1084,2,4,2
2024-04-25,Beauty,480,180.10999999999999,0.15388,0.074,3,4,2
2024-04-25,Books,178,58.56,0.18309999999999998,0.06925,3,4,2
2024-04-25,Clothing,109,56.54,0.1813,0.0692,3,4,2
2024-04-25,Electronics,84,39.95,0.1355,0.0775,3,4,2
2024-04-25,Sports,287,87.73,0.1064,0.07753333333333333,3,4,2
2024-04-25,Toys,319,86.95,0.1354,0.054299999999999994,3,4,2
2024-04-26,Beauty,301,277.57,0.1893,0.09016666666666667,4,4,2
2024-04-26,Books,403,147.38,0.164875,0.0659,4,4,2
2024-04-26,Electronics,424,156.9,0.15794999999999998,0.101125,4,4,2
2024-04-26,Home,92,43.06,0.1338,0.0513,4,4,2
2024-04-26,Sports,299,147.95,0.13416666666666666,0.0855,4,4,2
2024-04-27,Beauty,279,182.88,0.13455,0.0813,5,4,2
2024-04-27,Books,262,121.97,0.16205,0.0852,5,4,2
2024-04-27,Clothing,275,158.67000000000002,0.174,0.0574,5,4,2
2024-04-27,Electronics,109,24.68,0.0808,0.0777,5,4,2
2024-04-27,Home,251,104.66000000000001,0.07745,0.1118,5,4,2
2024-04-27,Sports,258,114.75999999999999,0.1894,0.0611,5,4,2
2024-04-27,Toys,126,29.85,0.1752,0.0983,5,4,2
2024-04-28,Beauty,404,150.88,0.1141,0.07476666666666666,6,4,2
2024-04-28,Books,132,16.06,0.0988,0.0456,6,4,2
2024-04-28,Clothing,140,16.76,0.1359,0.085,6,4,2
2024-04-28,Electronics,274,166.22,0.1794,0.08349999999999999,6,4,2
2024-04-28,Home,133,58.05,0.1565,0.0841,6,4,2
2024-04-28,Sports,144,98.88,0.1536,0.1114,6,4,2
2024-04-28,Toys,135,32.01,0.131,0.0523,6,4,2
2024-04-29,Beauty,382,235.43,0.15325,0.089325,0,4,2
2024-04-29,Electronics,97,23.11,0.1503,0.0758,0,4,2
2024-04-29,Sports,309,81.49,0.14023333333333332,0.043399999999999994,0,4,2
2024-04-29,Toys,90,25.35,0.081,0.0887,0,4,2
2024-04-30,Beauty,211,114.81,0.13745000000000002,0.0741,1,4,2
2024-04-30,Books,305,205.5,0.16543333333333332,0.11086666666666667,1,4,2
2024-04-30,Clothing,213,138.37,0.21585,0.0792,1,4,2
2024-04-30,Electronics,95,57.88,0.1418,0.1083,1,4,2
2024-04-30,Home,396,220.04,0.173625,0.0765,1,4,2
2024-04-30,Sports,108,40.6,0.2126,0.0267,1,4,2
2024-04-30,Toys,92,9.34,0.1227,0.0384,1,4,2
2024-05-01,Books,119,93.42,0.1689,0.0708,2,5,2
2024-05-01,Clothing,220,109.41999999999999,0.1988,0.0718,2,5,2
2024-05-01,Electronics,211,78.84,0.1762,0.07235,2,5,2
2024-05-01,Home,116,37.0,0.2239,0.0645,2,5,2
2024-05-01,Sports,305,258.26,0.13436666666666666,0.10526666666666668,2,5,2
2024-05-01,Toys,98,32.82,0.1297,0.0579,2,5,2
2024-05-02,Beauty,222,192.60000000000002,0.2339,0.105,3,5,2
2024-05-02,Books,97,23.29,0.2293,0.0363,3,5,2
2024-05-02,Clothing,387,192.56,0.142075,0.094,3,5,2
2024-05-02,Home,295,111.21999999999998,0.14083333333333334,0.05076666666666666,3,5,2
2024-05-02,Sports,393,179.73000000000002,0.17907499999999998,0.079325,3,5,2
2024-05-02,Toys,286,45.7,0.11533333333333333,0.06736666666666667,3,5,2
2024-05-03,Beauty,88,48.56,0.2233,0.0962,4,5,2
2024-05-03,Books,107,18.86,0.1583,0.055,4,5,2
2024-05-03,Clothing,226,203.63,0.1706,0.10095,4,5,2
2024-05-03,Electronics,209,263.28,0.1904,0.10625,4,5,2
2024-05-03,Sports,97,14.74,0.0864,0.0507,4,5,2
2024-05-04,Beauty,135,13.09,0.0618,0.0802,5,5,2
2024-05-04,Books,140,29.05,0.1341,0.0679,5,5,2
2024-05-04,Clothing,384,128.47,0.12713333333333335,0.08166666666666667,5,5,2
2024-05-04,Home,123,26.12,0.136,0.1002,5,5,2
2024-05-04,Sports,431,323.05,0.16136666666666669,0.1058,5,5,2
2024-05-04,Toys,233,55.879999999999995,0.15555,0.08085,5,5,2
2024-05-05,Beauty,128,59.72,0.2069,0.0724,6,5,2
2024-05-05,Books,295,99.47999999999999,0.1374,0.062200000000000005,6,5,2
2024-05-05,Clothing,376,119.25,0.13703333333333334,0.07629999999999999,6,5,2
2024-05-05,Electronics,269,467.92,0.20675,0.12739999999999999,6,5,2
2024-05-05,Home,263,25.740000000000002,0.11105,0.03635,6,5,2
2024-05-05,Sports,137,28.6,0.122,0.0388,6,5,2
2024-05-06,Clothing,181,96.49000000000001,0.2056,0.05405,0,5,2
2024-05-06,Electronics,197,114.33,0.16149999999999998,0.0993,0,5,2
2024-05-06,Home,198,45.480000000000004,0.10905000000000001,0.061649999999999996,0,5,2
2024-05-06,Sports,494,107.24000000000001,0.09798,0.0752,0,5,2
2024-05-06,Toys,381,98.83,0.1375,0.07475000000000001,0,5,2
2024-05-07,Beauty,290,118.41,0.16033333333333333,0.0833,1,5,2
2024-05-07,Books,216,5.42,0.12485,0.018000000000000002,1,5,2
2024-05-07,Clothing,102,59.81,0.179,0.0898,1,5,2
2024-05-07,Sports,219,54.71,0.1231,0.07655,1,5,2
2024-05-07,Toys,195,156.14,0.22425,0.1008,1,5,2
2024-05-08,Books,292,127.97,0.1804,0.0873,2,5,2
2024-05-08,Clothing,197,95.06,0.23935,0.0595,2,5,2
2024-05-08,Electronics,343,96.91,0.09889999999999999,0.07696666666666667,2,5,2
2024-05-08,Sports,281,151.7,0.155,0.0872,2,5,2
2024-05-08,Toys,183,60.660000000000004,0.11895,0.06475,2,5,2
2024-05-09,Beauty,116,24.25,0.1539,0.0695,3,5,2
2024-05-09,Books,166,34.160000000000004,0.1058,0.063,3,5,2
2024-05-09,Clothing,104,149.43,0.2483,0.1208,3,5,2
2024-05-09,Electronics,190,119.0,0.1802,0.09834999999999999,3,5,2
2024-05-09,Home,122,66.23,0.1898,0.051,3,5,2
2024-05-09,Toys,189,55.66,0.16535,0.042050000000000004,3,5,2
2024-05-10,Books,101,43.59,0.1444,0.1409,4,5,2
2024-05-10,Clothing,112,52.68,0.0958,0.0986,4,5,2
2024-05-10,Home,94,7.95,0.1093,0.0502,4,5,2
2024-05-10,Sports,193,50.7,0.18695,0.0627,4,5,2
2024-05-11,Beauty,257,172.69,0.12935,0.1228,5,5,2
2024-05-11,Clothing,231,72.75,0.1676,0.0737,5,5,2
2024-05-11,Electronics,93,7.2,0.1586,0.0392,5,5,2
2024-05-11,Sports,118,37.46,0.0881,0.0989,5,5,2
2024-05-11,Toys,282,167.79,0.17495,0.0859,5,5,2
2024-05-12,Beauty,92,25.56,0.0966,0.0906,6,5,2
2024-05-12,Books,118,5.08,0.0719,0.029,6,5,2
2024-05-12,Clothing,128,47.08,0.1764,0.0955,6,5,2
2024-05-12,Home,418,170.92000000000002,0.1433,0.08633333333333333,6,5,2
2024-05-12,Toys,377,102.30000000000001,0.1444,0.0634,6,5,2
2024-05-13,Beauty,298,172.63,0.1452,0.09033333333333333,0,5,2
2024-05-13,Clothing,200,86.71000000000001,0.12179999999999999,0.0653,0,5,2
2024-05-13,Home,400,130.43,0.137275,0.078,0,5,2
2024-05-13,Sports,221,87.39,0.15095,0.0816,0,5,2
2024-05-13,Toys,341,105.4,0.13023333333333334,0.07973333333333334,0,5,2
2024-05-14,Beauty,97,36.34,0.1209,0.069,1,5,2
2024-05-14,Books,110,23.68,0.1868,0.0404,1,5,2
2024-05-14,Clothing,229,106.38,0.1496,0.0785,1,5,2
2024-05-14,Electronics,111,30.61,0.1058,0.1009,1,5,2
2024-05-14,Home,210,75.72999999999999,0.15189999999999998,0.0797,1,5,2
2024-05-14,Sports,200,117.58,0.1738,0.06845000000000001,1,5,2
2024-05-14,Toys,97,8.85,0.0755,0.0363,1,5,2
2024-05-15,Beauty,180,47.04,0.1072,0.09425,2,5,2
2024-05-15,Clothing,199,30.939999999999998,0.20655,0.045700000000000005,2,5,2
2024-05-15,Electronics,410,71.82,0.14750000000000002,0.056350000000000004,2,5,2
2024-05-15,Home,333,56.06,0.1302,0.06943333333333333,2,5,2
2024-05-15,Sports,203,36.690000000000005,0.14939999999999998,0.05265,2,5,2
2024-05-15,Toys,94,15.32,0.0495,0.0403,2,5,2
2024-05-16,Beauty,121,114.07,0.1193,0.1271,3,5,2
2024-05-16,Books,181,33.27,0.1457,0.0714,3,5,2
2024-05-16,Clothing,176,58.91,0.17245,0.0736,3,5,2
2024-05-16,Electronics,302,109.47,0.13096666666666665,0.08850000000000001,3,5,2
2024-05-16,Home,383,172.95,0.1741,0.099075,3,5,2
2024-05-16,Sports,101,26.21,0.1555,0.1045,3,5,2
2024-05-16,Toys,207,137.16,0.16854999999999998,0.08,3,5,2
2024-05-17,Beauty,105,64.84,0.065,0.1242,4,5,2
2024-05-17,Books,200,15.05,0.14315,0.0202,4,5,2
2024-05-17,Clothing,323,90.59,0.1443,0.0706,4,5,2
2024-05-17,Electronics,372,88.2,0.126825,0.045475,4,5,2
2024-05-17,Home,430,154.95,0.1314,0.098725,4,5,2
2024-05-17,Sports,302,81.02,0.1196,0.09500000000000001,4,5,2
2024-05-18,Beauty,122,52.79,0.1613,0.0751,5,5,2
2024-05-18,Books,394,133.99,0.14596666666666666,0.1008,5,5,2
2024-05-18,Clothing,127,38.74,0.1475,0.0965,5,5,2
2024-05-18,Electronics,646,318.66,0.14208,0.08141999999999999,5,5,2
2024-05-18,Home,269,84.31,0.17265,0.10405,5,5,2
2024-05-18,Toys,132,72.51,0.1413,0.0695,5,5,2
2024-05-19,Beauty,144,113.59,0.2403,0.0984,6,5,2
2024-05-19,Books,383,139.13,0.17676666666666666,0.0725,6,5,2
2024-05-19,Home,414,305.15999999999997,0.142,0.09736666666666667,6,5,2
2024-05-19,Sports,139,48.18,0.1956,0.097,6,5,2
2024-05-20,Beauty,87,48.54,0.2282,0.105,0,5,2
2024-05-20,Books,287,159.87,0.16293333333333335,0.08583333333333333,0,5,2
2024-05-20,Electronics,287,171.29,0.1771666666666667,0.05836666666666667,0,5,2
2024-05-20,Home,215,79.03,0.14695,0.07269999999999999,0,5,2
2024-05-20,Sports,313,96.00999999999999,0.13310000000000002,0.048999999999999995,0,5,2
2024-05-20,Toys,106,0.33,0.0759,0.0016,0,5,2
2024-05-21,Beauty,294,87.29,0.1573,0.09456666666666667,1,5,2
2024-05-21,Electronics,101,38.43,0.1528,0.107,1,5,2
2024-05-21,Home,324,145.92000000000002,0.127,0.0803,1,5,2
2024-05-21,Sports,207,52.97,0.11935000000000001,0.05885,1,5,2
2024-05-21,Toys,110,53.73,0.2053,0.1031,1,5,2
